user_id,movie_name,producer,director,genre,release_year,runtime_minutes,budget_band,mpaa_rating,user_rating,review_date
2811,There Will Be Blood,Paramount Vantage,Paul Thomas Anderson,Drama,2007,158,High,R,5,2022-03-29
1460,Titanic,Paramount Pictures,James Cameron,Fantasy,1997,195,High,PG-13,5,2024-03-20
1509,The Truman Show,Paramount Pictures,Peter Weir,Action,1998,103,Medium,PG,1,2015-11-22
2282,Titanic,Paramount Pictures,James Cameron,Fantasy,1997,195,High,PG-13,1,2025-04-10
2695,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,2,2019-01-25
2071,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,4,2024-12-21
2787,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Comedy,1998,169,High,R,3,2024-06-19
2037,Schindler's List,Universal Pictures,Steven Spielberg,Fantasy,1993,195,High,R,1,2016-04-05
2167,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2022-10-03
1822,Pulp Fiction,Miramax,Quentin Tarantino,Adventure,1994,154,High,R,2,2017-06-30
1640,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,5,2019-10-28
1918,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Sci-Fi,1980,124,High,PG,2,2017-03-09
192,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,1,2022-03-29
1800,Blade Runner 2049,Warner Bros.,Denis Villeneuve,Adventure,2017,164,High,R,2,2024-02-15
1506,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,Ang Lee,Crime,2000,120,Medium,PG-13,1,2025-05-27
104,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,1,2015-05-29
525,The Truman Show,Paramount Pictures,Peter Weir,Fantasy,1998,103,Medium,PG,2,2023-03-07
2714,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,3,2020-03-11
109,The Social Network,Columbia Pictures,David Fincher,Thriller,2010,120,Medium,PG-13,1,2019-10-09
506,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Thriller,2003,201,High,PG-13,5,2022-10-06
2571,The Departed,Warner Bros.,Martin Scorsese,Thriller,2006,151,High,R,4,2020-12-07
144,Interstellar,Paramount Pictures,Christopher Nolan,Fantasy,2014,169,High,PG-13,2,2025-03-09
1417,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Thriller,1994,142,High,R,4,2021-12-24
1601,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,5,2023-09-12
764,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,5,2022-03-26
524,The Matrix,Warner Bros.,Lana Wachowski,Fantasy,1999,136,High,R,2,2018-11-09
2701,Gladiator,DreamWorks Pictures,Ridley Scott,Romance,2000,155,High,R,3,2024-04-11
618,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Thriller,1980,124,High,PG,2,2016-11-23
2523,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Fantasy,1991,118,Medium,R,2,2022-11-04
714,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,5,2021-10-26
2841,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,4,2022-10-02
530,Back to the Future,Universal Pictures,Robert Zemeckis,Thriller,1985,116,Medium,PG,3,2017-07-12
1434,The Godfather,Paramount Pictures,Francis Ford Coppola,Sci-Fi,1972,175,High,R,1,2020-09-08
201,WALL·E,Pixar,Andrew Stanton,Fantasy,2008,98,Medium,G,4,2016-01-11
768,Fight Club,20th Century Fox,David Fincher,Fantasy,1999,139,High,R,1,2020-09-25
2072,The Dark Knight,Warner Bros.,Christopher Nolan,Fantasy,2008,152,High,PG-13,1,2023-07-29
405,American Beauty,DreamWorks,Sam Mendes,Thriller,1999,122,High,R,4,2015-06-08
409,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,2,2019-06-12
2287,The Dark Knight,Warner Bros.,Christopher Nolan,Animation,2008,152,High,PG-13,2,2025-01-05
2020,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Action,1980,124,High,PG,1,2025-10-22
1058,Schindler's List,Universal Pictures,Steven Spielberg,Sci-Fi,1993,195,High,R,3,2020-12-27
1813,Whiplash,Blumhouse Productions,Damien Chazelle,Fantasy,2014,107,Medium,R,2,2018-08-21
888,Se7en,New Line Cinema,David Fincher,Action,1995,127,High,R,2,2017-05-09
662,The Usual Suspects,Gramercy Pictures,Bryan Singer,Action,1995,106,Medium,R,2,2025-09-05
435,The Truman Show,Paramount Pictures,Peter Weir,Animation,1998,103,Medium,PG,1,2022-02-12
1418,Se7en,New Line Cinema,David Fincher,Comedy,1995,127,High,R,3,2016-09-22
2724,Fight Club,20th Century Fox,David Fincher,Romance,1999,139,High,R,2,2023-01-17
1449,Heat,Warner Bros.,Michael Mann,Action,1995,170,High,R,2,2023-03-27
2532,The Dark Knight,Warner Bros.,Christopher Nolan,Sci-Fi,2008,152,High,PG-13,2,2024-03-17
2688,Django Unchained,Columbia Pictures,Quentin Tarantino,Adventure,2012,165,High,R,2,2019-03-03
2603,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,2,2024-05-05
2654,The Prestige,Warner Bros.,Christopher Nolan,Fantasy,2006,130,High,PG-13,2,2015-10-01
2801,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,3,2019-06-14
968,The Prestige,Warner Bros.,Christopher Nolan,Comedy,2006,130,High,PG-13,1,2024-04-13
2290,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,2,2024-08-10
609,Alien,20th Century Fox,Ridley Scott,Crime,1979,117,Medium,R,5,2018-08-19
1579,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,2,2023-09-09
1175,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,5,2023-10-19
2950,Schindler's List,Universal Pictures,Steven Spielberg,Thriller,1993,195,High,R,5,2024-04-15
1286,Forrest Gump,Paramount Pictures,Robert Zemeckis,Adventure,1994,142,High,PG-13,4,2015-09-17
1305,Titanic,Paramount Pictures,James Cameron,Fantasy,1997,195,High,PG-13,1,2019-01-20
2565,The Godfather,Paramount Pictures,Francis Ford Coppola,Crime,1972,175,High,R,2,2025-07-04
2951,Schindler's List,Universal Pictures,Steven Spielberg,Adventure,1993,195,High,R,1,2019-10-20
2758,The Godfather,Paramount Pictures,Francis Ford Coppola,Crime,1972,175,High,R,5,2023-08-06
2333,The Dark Knight,Warner Bros.,Christopher Nolan,Sci-Fi,2008,152,High,PG-13,3,2015-03-11
1540,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,Ang Lee,Crime,2000,120,Medium,PG-13,5,2023-01-31
1847,The Matrix,Warner Bros.,Lana Wachowski,Thriller,1999,136,High,R,5,2018-08-07
1955,Fight Club,20th Century Fox,David Fincher,Adventure,1999,139,High,R,2,2015-09-04
692,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Action,1998,169,High,R,1,2017-11-04
2551,Pulp Fiction,Miramax,Quentin Tarantino,Action,1994,154,High,R,1,2015-10-19
2986,Mad Max: Fury Road,Warner Bros.,George Miller,Fantasy,2015,120,Medium,R,1,2016-07-10
827,Schindler's List,Universal Pictures,Steven Spielberg,Action,1993,195,High,R,3,2015-10-28
1896,Fight Club,20th Century Fox,David Fincher,Sci-Fi,1999,139,High,R,5,2019-07-11
2320,Inception,Warner Bros.,Christopher Nolan,Fantasy,2010,148,High,PG-13,4,2015-05-29
676,Blade Runner,Warner Bros.,Ridley Scott,Fantasy,1982,117,Medium,R,2,2015-10-31
2466,Pulp Fiction,Miramax,Quentin Tarantino,Fantasy,1994,154,High,R,2,2015-11-24
2671,The Usual Suspects,Gramercy Pictures,Bryan Singer,Action,1995,106,Medium,R,2,2019-11-29
1390,The Dark Knight,Warner Bros.,Christopher Nolan,Drama,2008,152,High,PG-13,4,2025-10-03
1947,Interstellar,Paramount Pictures,Christopher Nolan,Animation,2014,169,High,PG-13,5,2021-12-21
2611,Schindler's List,Universal Pictures,Steven Spielberg,Sci-Fi,1993,195,High,R,3,2017-08-29
473,The Pianist,Focus Features,Roman Polanski,Romance,2002,150,High,R,3,2017-04-11
772,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Sci-Fi,2003,201,High,PG-13,3,2018-06-18
1372,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,5,2022-02-21
650,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,2,2015-07-07
97,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,3,2024-06-11
1159,Whiplash,Blumhouse Productions,Damien Chazelle,Fantasy,2014,107,Medium,R,4,2018-01-20
29,Fight Club,20th Century Fox,David Fincher,Fantasy,1999,139,High,R,3,2020-05-19
2299,Gladiator,DreamWorks Pictures,Ridley Scott,Drama,2000,155,High,R,2,2019-09-20
2726,Forrest Gump,Paramount Pictures,Robert Zemeckis,Comedy,1994,142,High,PG-13,3,2021-02-09
2345,The Departed,Warner Bros.,Martin Scorsese,Fantasy,2006,151,High,R,4,2018-05-04
365,Pulp Fiction,Miramax,Quentin Tarantino,Fantasy,1994,154,High,R,3,2024-12-03
1424,Pulp Fiction,Miramax,Quentin Tarantino,Thriller,1994,154,High,R,4,2024-12-26
1355,Pulp Fiction,Miramax,Quentin Tarantino,Drama,1994,154,High,R,3,2024-08-14
1290,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,2,2018-12-16
2412,Interstellar,Paramount Pictures,Christopher Nolan,Fantasy,2014,169,High,PG-13,2,2015-06-04
2526,Goodfellas,Warner Bros.,Martin Scorsese,Comedy,1990,146,High,R,5,2019-10-14
451,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,4,2015-11-20
2332,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Romance,2014,99,Medium,R,3,2016-07-16
203,Interstellar,Paramount Pictures,Christopher Nolan,Thriller,2014,169,High,PG-13,3,2017-04-23
33,Interstellar,Paramount Pictures,Christopher Nolan,Romance,2014,169,High,PG-13,4,2023-01-24
2167,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,1,2016-10-23
1228,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,2,2019-10-14
1188,The Godfather,Paramount Pictures,Francis Ford Coppola,Crime,1972,175,High,R,3,2021-11-20
2335,Joker,Warner Bros.,Todd Phillips,Romance,2019,122,High,R,5,2024-06-04
1154,The Departed,Warner Bros.,Martin Scorsese,Romance,2006,151,High,R,4,2018-11-29
1354,Pulp Fiction,Miramax,Quentin Tarantino,Sci-Fi,1994,154,High,R,2,2018-05-07
2905,Se7en,New Line Cinema,David Fincher,Comedy,1995,127,High,R,2,2018-06-13
497,The Godfather,Paramount Pictures,Francis Ford Coppola,Crime,1972,175,High,R,3,2021-11-11
2489,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,5,2017-09-28
1847,The Godfather,Paramount Pictures,Francis Ford Coppola,Comedy,1972,175,High,R,3,2021-06-26
1680,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,3,2024-11-01
599,The Godfather,Paramount Pictures,Francis Ford Coppola,Animation,1972,175,High,R,5,2016-12-02
1721,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,3,2020-08-12
2741,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,2,2021-06-15
1105,The Lion King,Walt Disney Pictures,Roger Allers,Animation,1994,88,Low,G,5,2024-08-15
33,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2025-11-06
251,The Avengers,Marvel Studios,Joss Whedon,Romance,2012,143,High,PG-13,4,2016-06-12
178,Interstellar,Paramount Pictures,Christopher Nolan,Crime,2014,169,High,PG-13,4,2023-07-17
790,Forrest Gump,Paramount Pictures,Robert Zemeckis,Comedy,1994,142,High,PG-13,5,2018-11-25
1936,The Godfather,Paramount Pictures,Francis Ford Coppola,Sci-Fi,1972,175,High,R,3,2018-10-11
1002,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Action,1998,169,High,R,2,2015-06-02
1773,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,3,2021-05-10
2964,The Social Network,Columbia Pictures,David Fincher,Sci-Fi,2010,120,Medium,PG-13,1,2016-08-30
113,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Romance,2003,201,High,PG-13,1,2024-03-24
471,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,1,2016-07-12
1612,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,3,2024-08-17
780,Mad Max: Fury Road,Warner Bros.,George Miller,Animation,2015,120,Medium,R,5,2019-05-24
10,The Godfather,Paramount Pictures,Francis Ford Coppola,Adventure,1972,175,High,R,4,2025-10-22
2350,Fight Club,20th Century Fox,David Fincher,Sci-Fi,1999,139,High,R,1,2025-05-07
1477,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Crime,2003,201,High,PG-13,3,2022-12-01
1341,Fight Club,20th Century Fox,David Fincher,Thriller,1999,139,High,R,3,2022-10-20
913,The Dark Knight,Warner Bros.,Christopher Nolan,Thriller,2008,152,High,PG-13,1,2015-10-24
839,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,Ang Lee,Animation,2000,120,Medium,PG-13,3,2015-07-16
1669,The Godfather,Paramount Pictures,Francis Ford Coppola,Action,1972,175,High,R,2,2024-04-17
1019,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2024-08-15
1086,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,3,2017-01-20
951,Pulp Fiction,Miramax,Quentin Tarantino,Crime,1994,154,High,R,1,2018-05-18
2840,Schindler's List,Universal Pictures,Steven Spielberg,Romance,1993,195,High,R,4,2020-08-28
115,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Sci-Fi,1980,124,High,PG,5,2024-04-27
1150,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,2,2021-05-19
2679,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,1,2016-09-18
1172,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Fantasy,1994,142,High,R,4,2024-12-21
1238,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,2,2015-06-03
936,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,1,2016-09-27
664,Inception,Warner Bros.,Christopher Nolan,Adventure,2010,148,High,PG-13,1,2016-10-31
1601,American Beauty,DreamWorks,Sam Mendes,Romance,1999,122,High,R,3,2019-09-26
654,The Dark Knight,Warner Bros.,Christopher Nolan,Fantasy,2008,152,High,PG-13,3,2023-03-09
2555,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,5,2016-09-19
551,The Prestige,Warner Bros.,Christopher Nolan,Drama,2006,130,High,PG-13,2,2015-03-08
838,The Godfather,Paramount Pictures,Francis Ford Coppola,Romance,1972,175,High,R,1,2017-06-01
809,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Thriller,2014,99,Medium,R,1,2017-06-17
2836,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,4,2015-10-05
44,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,4,2019-02-04
1960,Pulp Fiction,Miramax,Quentin Tarantino,Sci-Fi,1994,154,High,R,2,2023-09-14
233,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Adventure,2003,201,High,PG-13,3,2017-10-17
321,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,2,2015-08-18
2383,The King's Speech,The Weinstein Company,Tom Hooper,Action,2010,118,Medium,R,2,2023-03-29
963,Fight Club,20th Century Fox,David Fincher,Comedy,1999,139,High,R,4,2016-11-29
521,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,2,2015-07-11
2382,Inception,Warner Bros.,Christopher Nolan,Fantasy,2010,148,High,PG-13,1,2025-08-13
2940,American Beauty,DreamWorks,Sam Mendes,Drama,1999,122,High,R,1,2020-02-04
214,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,2,2018-04-13
2959,The Grand Budapest Hotel,Fox Searchlight,Wes Anderson,Drama,2014,99,Medium,R,4,2024-02-18
2989,Pulp Fiction,Miramax,Quentin Tarantino,Comedy,1994,154,High,R,5,2020-03-09
2606,Whiplash,Blumhouse Productions,Damien Chazelle,Crime,2014,107,Medium,R,4,2022-03-15
434,Interstellar,Paramount Pictures,Christopher Nolan,Adventure,2014,169,High,PG-13,3,2019-08-23
1081,The Lord of the Rings: The Return of the King,New Line Cinema,Peter Jackson,Romance,2003,201,High,PG-13,2,2025-05-19
2199,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,5,2017-07-20
2776,The Green Mile,Castle Rock Entertainment,Frank Darabont,Fantasy,1999,189,High,R,2,2023-11-05
263,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,3,2020-09-02
2396,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,5,2015-06-14
2187,Whiplash,Blumhouse Productions,Damien Chazelle,Adventure,2014,107,Medium,R,4,2019-06-03
604,The Godfather,Paramount Pictures,Francis Ford Coppola,Comedy,1972,175,High,R,5,2023-02-16
769,Alien,20th Century Fox,Ridley Scott,Fantasy,1979,117,Medium,R,2,2022-01-13
533,Pulp Fiction,Miramax,Quentin Tarantino,Crime,1994,154,High,R,2,2016-02-13
1876,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,1,2020-12-14
1420,Up,Pixar,Pete Docter,Drama,2009,96,Medium,PG,2,2022-10-25
2516,The Usual Suspects,Gramercy Pictures,Bryan Singer,Animation,1995,106,Medium,R,4,2024-01-20
203,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,4,2024-08-03
148,Mad Max: Fury Road,Warner Bros.,George Miller,Fantasy,2015,120,Medium,R,3,2022-10-11
1444,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Thriller,1998,169,High,R,5,2016-09-10
2845,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Romance,1994,142,High,R,5,2017-10-28
449,The Dark Knight,Warner Bros.,Christopher Nolan,Romance,2008,152,High,PG-13,3,2023-03-31
2017,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,2,2016-08-05
2284,The King's Speech,The Weinstein Company,Tom Hooper,Comedy,2010,118,Medium,R,2,2017-06-21
1185,Pulp Fiction,Miramax,Quentin Tarantino,Action,1994,154,High,R,1,2019-01-17
1544,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,4,2016-12-22
2647,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Comedy,1980,124,High,PG,5,2024-11-09
7,The Dark Knight,Warner Bros.,Christopher Nolan,Thriller,2008,152,High,PG-13,2,2023-04-20
1188,Interstellar,Paramount Pictures,Christopher Nolan,Thriller,2014,169,High,PG-13,2,2025-12-12
2058,The Godfather,Paramount Pictures,Francis Ford Coppola,Fantasy,1972,175,High,R,1,2018-06-02
2377,Parasite,CJ Entertainment,Bong Joon-ho,Fantasy,2019,132,High,R,5,2021-09-20
86,The Truman Show,Paramount Pictures,Peter Weir,Drama,1998,103,Medium,PG,3,2020-03-18
2799,Saving Private Ryan,DreamWorks/Amblin,Steven Spielberg,Drama,1998,169,High,R,3,2021-11-19
2508,The Dark Knight,Warner Bros.,Christopher Nolan,Animation,2008,152,High,PG-13,3,2015-10-20
2793,The Departed,Warner Bros.,Martin Scorsese,Adventure,2006,151,High,R,2,2023-11-02
745,Pulp Fiction,Miramax,Quentin Tarantino,Comedy,1994,154,High,R,5,2022-11-15
2449,The Dark Knight,Warner Bros.,Christopher Nolan,Thriller,2008,152,High,PG-13,2,2025-08-17
758,Goodfellas,Warner Bros.,Martin Scorsese,Sci-Fi,1990,146,High,R,2,2018-01-02
699,Pulp Fiction,Miramax,Quentin Tarantino,Fantasy,1994,154,High,R,4,2018-07-30
72,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,5,2016-09-21
343,Pulp Fiction,Miramax,Quentin Tarantino,Sci-Fi,1994,154,High,R,3,2021-02-01
2680,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Romance,1994,142,High,R,2,2015-04-24
1171,The Dark Knight,Warner Bros.,Christopher Nolan,Action,2008,152,High,PG-13,2,2021-08-23
173,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,4,2017-06-13
2724,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,3,2023-06-30
1001,Interstellar,Paramount Pictures,Christopher Nolan,Sci-Fi,2014,169,High,PG-13,2,2019-11-21
2550,Forrest Gump,Paramount Pictures,Robert Zemeckis,Action,1994,142,High,PG-13,4,2016-12-06
1545,Titanic,Paramount Pictures,James Cameron,Action,1997,195,High,PG-13,1,2019-11-03
111,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,5,2020-10-07
797,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Animation,1991,118,Medium,R,3,2016-02-02
2205,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,2,2022-05-05
2351,Se7en,New Line Cinema,David Fincher,Drama,1995,127,High,R,1,2018-01-21
2632,Inception,Warner Bros.,Christopher Nolan,Thriller,2010,148,High,PG-13,2,2015-09-21
709,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,1,2025-08-26
2715,Whiplash,Blumhouse Productions,Damien Chazelle,Adventure,2014,107,Medium,R,3,2020-09-25
630,Joker,Warner Bros.,Todd Phillips,Crime,2019,122,High,R,3,2021-01-13
2046,The Green Mile,Castle Rock Entertainment,Frank Darabont,Animation,1999,189,High,R,4,2021-01-03
2388,Django Unchained,Columbia Pictures,Quentin Tarantino,Comedy,2012,165,High,R,1,2016-03-01
2201,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Adventure,1994,142,High,R,3,2021-03-28
548,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,3,2023-05-31
1591,Parasite,CJ Entertainment,Bong Joon-ho,Drama,2019,132,High,R,1,2023-11-29
2615,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,4,2019-12-17
1341,Inception,Warner Bros.,Christopher Nolan,Thriller,2010,148,High,PG-13,3,2020-11-03
1636,Whiplash,Blumhouse Productions,Damien Chazelle,Sci-Fi,2014,107,Medium,R,4,2018-02-28
2967,Se7en,New Line Cinema,David Fincher,Crime,1995,127,High,R,5,2019-11-19
2501,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Comedy,1994,142,High,R,2,2016-04-02
308,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1994,142,High,R,2,2017-01-03
262,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Drama,1994,142,High,R,3,2022-09-27
2179,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Action,1994,142,High,R,5,2017-11-02
1990,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Crime,1994,142,High,R,3,2023-03-21
1930,The Pianist,Focus Features,Roman Polanski,Romance,2002,150,High,R,1,2016-01-04
1665,Mad Max: Fury Road,Warner Bros.,George Miller,Fantasy,2015,120,Medium,R,2,2024-04-03
2357,The Matrix,Warner Bros.,Lana Wachowski,Romance,1999,136,High,R,5,2018-02-11
2861,Interstellar,Paramount Pictures,Christopher Nolan,Crime,2014,169,High,PG-13,2,2020-10-05
899,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,1,2015-08-22
2819,The Green Mile,Castle Rock Entertainment,Frank Darabont,Sci-Fi,1999,189,High,R,4,2015-03-27
1425,Goodfellas,Warner Bros.,Martin Scorsese,Drama,1990,146,High,R,1,2015-01-23
793,The Pianist,Focus Features,Roman Polanski,Action,2002,150,High,R,5,2018-10-10
1318,Fight Club,20th Century Fox,David Fincher,Thriller,1999,139,High,R,1,2015-01-16
1001,The Silence of the Lambs,Orion Pictures,Jonathan Demme,Adventure,1991,118,Medium,R,2,2018-01-11
8,Moonlight,A24,Barry Jenkins,Thriller,2016,111,Medium,R,5,2022-12-17
1712,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,Ang Lee,Animation,2000,120,Medium,PG-13,2,2025-05-16
2313,Parasite,CJ Entertainment,Bong Joon-ho,Romance,2019,132,High,R,2,2022-05-27
1631,The Departed,Warner Bros.,Martin Scorsese,Drama,2006,151,High,R,1,2020-01-22
1874,Inception,Warner Bros.,Christopher Nolan,Sci-Fi,2010,148,High,PG-13,2,2024-03-23
2277,Se7en,New Line Cinema,David Fincher,Thriller,1995,127,High,R,2,2016-12-27
1579,Django Unchained,Columbia Pictures,Quentin Tarantino,Thriller,2012,165,High,R,5,2021-11-01
1982,The Empire Strikes Back,Lucasfilm,Irvin Kershner,Thriller,1980,124,High,PG,2,2024-02-19
2601,Pulp Fiction,Miramax,Quentin Tarantino,Crime,1994,154,High,R,5,2018-10-09
1629,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,4,2016-12-26
1249,Pulp Fiction,Miramax,Quentin Tarantino,Thriller,1994,154,High,R,4,2021-03-11
305,Up,Pixar,Pete Docter,Crime,2009,96,Medium,PG,1,2025-11-30
925,The Shawshank Redemption,Castle Rock Entertainment,Frank Darabont,Animation,1994,142,High,R,2,2017-04-03
2215,Gladiator,DreamWorks Pictures,Ridley Scott,Action,2000,155,High,R,1,2022-07-19
766,The Social Network,Columbia Pictures,David Fincher,Thriller,2010,120,Medium,PG-13,3,2025-01-25
1954,Forrest Gump,Paramount Pictures,Robert Zemeckis,Romance,1994,142,High,PG-13,1,2020-12-04
1976,The Godfather,Paramount Pictures,Francis Ford Coppola,Drama,1972,175,High,R,4,2025-09-07
2577,Forrest Gump,Paramount Pictures,Robert Zemeckis,Crime,1994,142,High,PG-13,1,2019-09-27
2601,Titanic,Paramount Pictures,James Cameron,Romance,1997,195,High,PG-13,2,2015-01-26
2680,There Will Be Blood,Paramount Vantage,Paul Thomas Anderson,Animation,2007,158,High,R,5,2016-02-16
522,American Beauty,DreamWorks,Sam Mendes,Thriller,1999,122,High,R,1,2021-12-19
1887,Forrest Gump,Paramount Pictures,Robert Zemeckis,Fantasy,1994,142,High,PG-13,4,2016-04-23
2431,The Truman Show,Paramount Pictures,Peter Weir,Crime,1998,103,Medium,PG,3,2025-11-16
2838,Pulp Fiction,Miramax,Quentin Tarantino,Animation,1994,154,High,R,2,2021-01-25
